protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
P17612,0.52086985,-0.23477334,0.92696095,0.2492728,-0.07152637,-1.8351159,0.07841221,1.0789181,0.13522097,0.08666289,2.1657615,-1.2099024,0.0005610436,-0.41930297,0.612487,-1.1139706,-0.30560955,0.80509096,-1.408793,0.021963216,1.3717413,1.2635496,1.0206828,0.6060558,-0.7590684,1.0498736,-0.5581429,0.8487688,0.7283557,-0.6335007,-2.8405151,0.46980932,-0.406966,0.035810646,-1.0901221,0.5023253,3.5012426,1.8523281,3.1739833,-0.82774913,-0.15237075,1.2592341,0.44061065,-0.7775581,0.31846866,1.0110614,-0.31777838,-1.0777849,0.98355067,0.4462565,0.07144531,0.08472973,1.1624818,1.3812853,2.3856735,0.8718725,1.2006397,-1.395676,-1.2129561,-0.28774118,1.2639239,-1.2718486,0.2743081,0.27293822,1.558439,-0.36614954,1.1003095,0.35431647,0.13711531,-0.48201093,1.0909498,1.1016641,-1.3505602,-0.28995055,-0.45882636,0.0076601095,0.63373506,1.3078508,-0.1686476,2.47189,-0.18731916,-0.40073764,0.3882621,0.69684744,-0.0930904,0.7796789,2.0933256,-0.6965939,0.7577633,1.5011259,-0.6466724,-0.8669323,-1.657632,-0.39729092,2.0604713,-0.10698049,-3.6773946,-2.6009629,0.16870554,0.18756384,-2.277371,0.49731866,1.4081509,0.967275,0.4335993,-0.2662966,0.54127973,-1.8225626,-0.24313438,-1.0086334,0.36746463,0.21362202,0.15716153,0.53705263,0.33254495,0.38216445,-1.2657607,2.0139043,0.7771969,0.9100742,-0.13067792,-0.21875311,0.22560467,0.05856712,0.65381837,-1.4336022,-0.42752424,0.82176083
P23443,0.5290315,-0.53907853,0.9797742,0.8065076,-0.13659254,-1.103331,-0.30347148,0.44177946,0.4545859,-0.54935026,1.7818806,-1.509005,-0.25637245,-0.5203505,0.18855372,-0.6952197,-0.30892834,-0.400033,-1.9677995,-0.04845804,0.96400446,1.5077494,0.76783925,0.31152162,-1.141755,1.4050746,-0.7471948,0.3340486,-0.28325236,-1.3547176,-2.587565,0.16842523,-0.461908,0.021626815,-0.44825837,1.3445592,4.227916,1.6638203,3.3142617,-0.45555717,-0.8118329,0.60340166,0.64684594,-0.78770983,0.5180819,0.59412885,0.3126731,-0.89287186,0.5334852,0.6619551,-0.10132955,0.8152311,1.1476266,1.2209022,2.0104964,0.45214504,1.9150338,-1.223462,-1.2260151,-0.0027785413,0.7938407,-1.7216723,0.5487099,0.35510266,1.345483,0.6254094,1.6358905,0.63345855,-0.9549793,-0.09992519,1.7491784,0.8286053,-1.3515981,0.055798635,0.4835913,0.019221548,0.6026591,0.63046545,0.3011479,1.6659877,0.14894894,-0.5405749,0.793436,0.76502305,-1.2202072,1.0593215,1.5368723,0.14441502,0.24113287,1.2434773,-0.22915763,-0.17692085,-0.80892795,-0.42722946,1.9884517,0.48276523,-3.767873,-2.3216097,-0.2979229,-0.015834996,-1.7853267,0.3560459,1.0064688,1.5438484,1.27018,-0.51911825,0.72736126,-1.4795816,-0.16314742,-0.9098291,-0.18608598,0.52359486,0.4623088,0.26997453,0.7755566,0.30271655,-1.2514911,1.6210142,0.33196896,0.7978201,0.71674967,-0.20725596,0.41466144,0.120437436,1.3984194,-0.82079047,0.32371703,1.4354026
P24723,1.3022718,-0.26001966,1.3478444,0.012808025,-0.5151308,-1.5065144,-1.3915724,1.3625731,0.6328931,-0.19854344,1.3362607,-1.5997798,0.309755,-0.50564754,0.022622194,-1.9345723,-1.1343509,0.95978546,-2.2197745,-0.54610366,1.137998,-0.00984914,1.2324268,0.65351963,-1.084151,0.94957787,-1.2263623,-0.08591843,0.6696373,0.006026052,-2.775838,1.5665625,-0.37010056,-0.25146013,0.15809235,0.1654249,2.7705674,1.8845873,1.9979446,-0.036181748,-0.47283673,1.3203871,-0.5504414,-0.13375725,0.08490121,-0.045442753,-0.56898767,-1.2097037,0.7141672,1.0179594,0.2448536,-0.23234761,0.8689048,1.1121767,1.5714158,1.7500714,1.1818022,-0.9605109,-1.6896102,0.68571866,0.52627313,-0.4896136,0.6250365,0.48519236,1.2198334,-0.4411859,1.4210259,-0.44767487,0.84752935,-1.0997791,0.24106039,1.3295708,-1.3302938,-0.9795117,-0.31655055,-0.46882713,1.4426663,1.47895,-0.34094977,1.6672531,-0.5007,-0.36027092,1.8077562,0.013833737,-0.17901005,0.7891096,1.7050761,0.26149005,0.12142632,1.7092865,-0.65413284,-0.26817864,-1.4673212,-0.15118712,1.7116764,-0.08917512,-3.3081014,-2.4937668,0.57058233,-0.3712117,-1.8986017,0.026160534,0.98488134,0.8212932,0.60486203,-0.92405623,0.031286377,-1.8438507,-0.118330434,-0.48457935,0.24134526,-0.32927412,0.7044897,1.3402293,-0.5622826,0.49774852,-1.703721,1.4624759,1.2262675,2.4437275,0.5129398,-1.4152868,0.5881028,-0.14796579,1.1061025,-0.5718246,-1.1538346,0.74746764
P27448,0.58768344,-0.51700056,0.45562035,1.2994854,-0.20007718,-2.1478724,-0.7735215,1.479398,0.5224384,0.3201477,1.6833159,-1.3785284,0.51710016,-1.3862836,-0.37872314,-1.1684872,-0.46191344,0.62899494,-2.469511,-0.4079071,1.5903971,1.0602796,1.4887275,0.85202247,-0.5813198,0.76686865,-0.92630273,0.6689091,0.52862144,-0.7927479,-2.9317153,0.4158023,-0.32275975,0.023072552,-0.78060424,0.8202662,2.950345,0.21387835,3.2859313,0.43059742,-0.7496758,0.7267163,-0.11625096,-0.837165,-0.73587906,0.7034105,-0.3062857,-0.27006713,0.45230088,0.25250202,0.13213305,-0.3752439,1.119861,1.3438702,1.4753653,0.84243506,1.2174045,-1.8530926,-1.8151878,0.9347627,0.9366214,-0.5838201,0.5240915,0.5865435,1.3894914,-0.744022,1.7190669,0.8300298,0.48724103,-0.5012638,0.8023374,1.1348565,-1.69289,-0.79158235,-0.206941,-1.1506581,0.45454812,0.820637,0.22875512,2.0038488,-0.4910315,-0.6366066,1.189227,1.084559,-0.13214983,1.4884512,1.329164,0.3354336,0.4973143,1.3835214,0.73344237,-0.49968055,-0.5607412,0.3871041,2.1234283,-0.7085457,-3.3054163,-3.083178,0.41078618,0.049785852,-1.8636103,0.23202184,0.84286755,0.90600157,0.4415037,-1.4230579,0.5097667,-1.4256371,0.4188038,-0.8249654,-0.029484635,-0.8363112,0.775583,1.4630928,0.39823052,0.27785584,-1.0290016,2.110055,0.79024184,0.45086432,-0.44211644,-0.90711445,0.56150794,0.20233388,0.6898014,-0.9949727,-0.40900484,0.4143393
P29317,0.86933774,-0.33044025,0.8308201,0.73523474,-0.2709665,-2.3158445,-0.03939621,1.3753986,0.8403505,-0.2187392,1.1466845,-1.171183,0.22766468,-0.6495032,-0.029618084,-0.069543876,-0.48306498,1.0260923,-1.2978531,0.63831794,2.6153674,1.401619,1.8872064,0.5334112,-0.5022456,0.8836145,-0.6582715,0.79227495,1.2532346,-0.86631966,-2.9748735,0.049004883,-0.043528683,0.10058464,-1.1165795,1.1713347,3.5461388,0.97983366,3.3349338,-0.4685344,-0.71390224,1.379581,0.46343035,-1.1469853,0.08258698,1.6377201,-0.14252412,-1.1029838,0.3347591,-0.12620355,-0.1859308,0.0062530246,0.9457301,1.7976754,2.2679899,0.8428687,1.209258,-1.044675,-1.6362702,-1.0358263,0.7188359,-0.9395149,0.7632486,0.24636377,1.6135782,-0.45104492,1.743522,0.6319742,0.66837597,0.2785485,1.1832126,1.3680751,-1.9807487,0.15051118,-0.6602937,-0.13047871,-0.04768254,1.167252,-0.11535065,2.219412,0.17067659,-0.2737279,0.9513037,0.86479723,0.83036727,0.97845876,1.4626138,-1.065575,0.50408185,1.3067011,0.018226635,-0.9956066,-1.0822843,-0.045534037,2.5838408,-0.22045928,-3.3783522,-2.4845655,0.8158424,0.11912255,-2.1786761,1.1942775,1.1256052,0.61936975,0.38936743,-0.39007434,0.50442415,-1.206502,-0.4041237,-1.5205564,-0.24150476,-0.41647315,-0.77143764,0.7325,1.1042241,0.0322082,0.26666713,1.798539,0.7680423,0.51131064,-0.36202285,-0.29857877,-0.086004876,-0.35273644,0.9337274,-1.5329595,-0.47115418,0.6292716
P29597,-0.0703516,0.14789318,0.8733601,-0.30165848,-0.10620384,-0.8913758,-0.46753043,-0.40653124,0.4725578,0.89520776,2.5471094,-0.58081573,0.9295186,-1.5107442,-0.30487195,-0.74130005,-0.03392026,0.674206,-0.81647164,0.044167753,-0.018051028,1.5609994,0.9184766,0.43117037,-0.78233963,1.1975988,-1.3254327,-0.63259286,0.031652305,-0.58709866,-2.592169,0.9998719,-0.91254336,0.04410608,0.002575118,0.8631153,3.636124,2.2060642,2.7237873,-0.9040096,0.62077165,0.42600164,-0.064739935,-0.7723496,0.78676736,1.0222421,-0.3336225,-1.7090814,-0.078016005,1.0000851,0.8158505,1.0917801,1.1312438,0.59457004,1.5067723,0.6686022,1.4920073,-0.4019687,-0.6785103,-0.16114128,0.60719144,-1.2793183,0.9360218,0.5591269,1.2987108,-0.64866567,1.59819,-0.07202336,0.14674373,-0.98799485,0.42812788,0.95457846,-0.65890366,0.39527518,-1.0667608,-0.02423301,1.0748732,1.7397313,-0.43167147,2.3897057,-0.19176155,0.41919714,0.0008744211,1.0544091,-0.14557144,1.4297055,1.8712816,-0.22396046,0.36124238,1.7430053,-1.4696902,-0.44019383,-1.4872874,-0.8306756,1.2939316,-0.09027493,-2.6757538,-1.6146988,0.6275853,-0.5888647,-1.5917755,-0.3998631,1.2547197,1.0704967,0.6834746,-0.8824333,0.36747527,-1.0520738,-0.07453843,-0.8812992,0.41909325,0.7226264,0.38382477,0.22086209,-1.0487641,-0.13746472,-1.6100628,1.5272304,-0.03230032,2.5094292,0.5177635,-0.7597895,0.079762,-0.46306196,0.6488697,-1.3734003,-1.1749363,1.2414732
P31751,0.42807811,-0.71504986,0.87400633,0.07820168,-0.22719254,-2.1816514,-0.55370843,0.89392596,0.31862786,-0.32895532,1.9908481,-1.028778,-0.0028203875,-1.302122,-0.16492979,-0.4884022,0.07595761,0.83839875,-0.80296344,1.4814167,1.7068429,0.5679475,1.1689603,0.60351896,-0.70282674,1.3705124,-1.633256,-0.6679952,1.1630487,-1.040388,-2.906081,0.8645681,-0.5297967,0.08166075,0.31562552,1.5483799,3.7202616,1.4174445,2.4424155,-0.55608827,0.050527014,1.4228199,0.64946926,-0.5162272,0.8556093,0.4933626,-0.5232185,-1.5371244,0.4387529,0.35689875,0.8149785,0.14225939,1.380175,1.3094949,1.8229902,0.9198011,1.4494151,-0.6663227,-0.98936063,-1.0074748,0.6210702,-1.4568449,0.9618801,0.08471733,0.8043141,-0.07193332,2.3942409,0.5019955,0.7173606,0.054309975,1.0007639,-0.023255894,-1.6140914,-0.08042145,-0.78833014,0.30718845,0.43358463,0.6237736,0.12197709,2.3831968,-0.33765066,-0.58392566,1.1624081,1.2078887,0.47465912,0.7536135,1.4271278,-0.034544878,0.7182547,1.4023112,-0.37678558,-0.7468804,-1.5154388,-0.2207159,2.2058847,0.09848756,-3.1869514,-1.3894194,0.9531211,-0.26005962,-1.8860155,0.79192704,0.5885702,0.56984127,1.768424,0.073792756,0.8785592,-1.6158606,-0.702239,-1.9781579,0.5167191,0.43515754,-0.14738028,-0.4828946,0.9443969,-0.8170759,-0.10348018,1.0630935,0.51117414,1.5454823,0.20882908,-0.36470687,-0.40166196,-0.92714816,0.7208844,-1.1478416,-0.48080388,1.0949883
P35916,-0.03402093,0.27331054,0.5467469,-0.43229392,0.21107486,-2.082863,-0.16895622,1.4090838,0.34723037,0.4806903,2.187412,-0.40786773,0.67887104,-1.477118,0.55625576,-1.166227,0.36390126,1.0036333,-0.93831503,0.74900043,0.73521763,0.2564243,1.0599856,0.5460777,-0.2707542,0.9602811,-0.59820044,0.3303195,1.6217077,-0.94969803,-2.7937398,1.0871221,-0.7636299,-0.4010624,-0.65898156,1.260633,2.8227253,2.0971072,2.4613461,-0.937903,0.32723194,1.3800583,-0.099050544,-0.7507158,1.0877979,1.151674,-0.7522991,-1.1033362,1.0405301,1.3604805,0.023986608,1.0278807,1.9231989,1.0946546,1.7952105,1.35218,0.8631564,-0.16855071,-0.27394542,-0.3977578,0.533561,-0.44502857,0.44432718,0.38155308,1.5876329,-0.18029693,1.8362244,0.079777606,0.4057353,-0.38187054,0.5661263,0.42027503,-0.6464824,-0.46872032,-0.5822478,-0.062356126,0.55076474,1.4216974,0.11666557,3.031036,-0.26713672,-0.8492515,0.2700547,1.374899,0.6302438,0.67062926,2.026436,-0.5511084,0.9238318,0.6261314,-0.81719375,-1.295933,-1.0334255,-0.17590986,0.7580024,0.061537243,-2.6656656,-1.9911903,0.92613614,-0.5516244,-2.70724,0.43438128,0.8962085,1.2391466,1.2181988,-0.41103753,0.6124792,-2.4593549,-0.46102756,-0.99326265,0.47179386,0.5878027,-0.06813415,0.09108311,-0.2695395,-0.9038395,-0.7712779,1.2226763,0.77623975,1.8489459,-0.35905918,-0.5426727,0.43615782,-0.72246385,0.044434488,-1.1328114,-0.045422114,0.12755801
P35968,-0.054590605,1.2021253,1.1410476,0.031044642,-0.92781854,-1.4387838,0.15992615,0.91338503,0.85669535,0.42311937,1.7999858,-0.3490262,0.6341899,-0.34546363,-0.18030861,-0.41518176,-1.0420634,0.5712321,-1.826353,0.048131067,0.7308225,1.1460891,1.1979636,0.26392934,-0.78598785,0.9297653,-0.7805937,0.61828196,0.6066851,-0.12078053,-3.037295,0.62747866,-0.93278325,-1.2590151,-0.104836755,0.9354402,2.5344448,1.6862377,2.4607027,-0.89376545,-0.9817883,1.4741528,-0.46701074,-1.043932,1.0244353,1.693958,-1.0816207,-0.67448956,0.52141315,1.2583272,-0.0040470115,1.524375,1.0838014,0.17597461,1.540473,1.3224481,1.5137867,0.31593266,-0.56157714,-0.2961163,-0.60476613,-0.6966152,-0.19477952,0.34157136,1.7639257,-0.09030643,1.3886786,-0.10718885,0.07303897,-0.3559741,0.28686944,1.3542672,-1.078194,-0.3772665,-0.19927584,-0.39923045,1.1325874,1.8685805,0.19784984,2.0081594,0.48753485,-0.37818038,0.80500686,1.6332879,-0.042094484,0.34910902,1.9453934,-0.6161074,0.65469503,0.8275742,-0.69590956,-0.8943531,-0.8407042,-0.25923994,1.1887212,-0.2508522,-3.139252,-2.2615995,0.81947654,-0.76777464,-3.184746,0.4979743,1.265353,2.1739333,0.7142528,-0.64685595,1.0274681,-2.0164478,-1.0746078,-1.1049719,0.7264755,-0.10827416,-0.7577095,0.9600974,-0.081375845,0.17206837,-0.60279655,1.7243353,0.83031267,1.8632767,0.4704461,-0.5736593,1.2295005,-0.48723942,0.54210323,-1.3644514,-0.8544925,-0.50545245
P41743,-0.44327992,0.166929,0.8771381,0.10326892,0.36447388,-1.3896495,-0.0723925,1.0587645,1.1967249,0.351326,2.9900029,-0.97774565,0.727367,-1.11329,-0.7282745,-0.5316266,-0.20978084,-0.049013045,-1.472169,0.044291552,0.8821832,1.1839435,0.9216802,-0.24366203,-1.1915776,1.1007744,-0.700869,0.6698392,-0.08845225,-0.39561298,-2.2692919,0.14673646,-1.3528107,0.23686248,-0.34228617,1.4254857,3.1301823,1.661557,3.2654784,-1.4172769,-0.5181717,0.8301926,-0.09031307,-1.3796967,0.8732804,0.65027297,0.32920477,-0.65161926,0.34440237,0.67628884,0.02641172,0.7353067,0.7473497,0.8808009,2.467175,-0.19952062,2.1478047,-0.4081987,-0.92539513,-0.4798637,0.08194369,-1.5491327,0.392506,-0.81848294,1.9233603,0.4030489,1.3280325,0.849376,-0.41134188,0.01019509,0.8910847,0.6724619,-0.97339004,0.09942554,-0.24109276,-0.67189896,1.5394375,0.7652377,0.275005,2.0353405,-0.15866461,-0.5164662,-0.12515235,1.5523696,-0.31145775,0.9020772,2.0713377,-0.45290348,0.5408882,0.9815135,0.07817504,-0.8014123,-0.98261446,-0.66529936,1.7192526,-0.4165924,-3.5998619,-2.4769406,-0.05890334,-0.014870601,-2.8650417,0.07953975,0.71878356,1.5605831,1.1593072,-0.81158763,-0.12492056,-2.0088384,-0.5452585,-1.1323858,-0.079484954,0.045170777,-0.057070524,0.45249125,0.21240655,0.699295,-1.0630684,2.2554004,0.2855446,0.6692369,-0.09235792,-0.2314037,1.1024344,-0.42814502,0.747703,-0.9619187,0.057861418,1.2249638
P42679,0.84057474,-0.53895164,0.74161214,-0.41021526,0.018480336,-1.6412957,-0.6106093,0.7618082,1.1500869,0.7409078,1.16209,-1.3164009,0.8064714,-1.3082181,-0.9467743,-0.7293745,0.09480885,1.0827404,-0.39228612,0.27970883,1.6796262,0.6971332,1.6073724,0.54940766,-0.35671508,0.61465216,-1.0916071,-0.43502653,2.1765811,-0.8077805,-2.4168878,1.5440799,-1.0940893,0.32975513,-0.49017757,1.3263297,3.4278305,2.1318998,2.922214,-0.60836643,0.701122,0.67603165,0.047444463,-1.0367601,1.0838345,1.0432973,-0.47237197,-1.7796608,-0.24170585,0.8994639,-0.612546,0.42035776,0.94160664,1.1373953,1.4992782,0.68493426,0.8521868,-0.2861691,-0.9147774,-1.0301324,1.1044859,-0.6418104,1.2884599,0.7217636,1.7637047,-1.0633037,1.1496965,-0.49719235,1.0666666,-0.46968606,0.27795374,1.0370266,-1.3169079,0.67758363,-1.1748005,-1.0428823,-0.0040516313,2.01859,-0.19567071,2.9735463,-0.8616609,-0.13723937,0.20561382,0.4128464,1.6084456,1.517021,1.7979239,-0.74923104,0.9612345,1.9172845,-0.7929143,-1.2910278,-1.5356529,-0.32645145,1.1435055,-0.18226856,-2.1745768,-1.8988799,0.11015617,0.64609295,-1.5757898,1.0389134,-0.2694468,0.1785968,0.5570834,-0.5262137,-0.77399695,-1.5655494,-0.2932901,-0.5159799,-0.50432724,-0.15609638,0.17044577,0.28981695,-0.8144289,-0.28615206,-0.14498813,1.611609,0.47385013,1.6049837,-0.119222894,-0.9432957,-1.1223226,-0.14992698,0.5589349,-0.83921474,-0.80358887,1.0917822
P42685,0.8249301,0.38215053,1.4149792,-0.97890455,-0.17360172,-1.4862324,-0.72060513,0.9550343,0.71148485,0.6006089,1.8848026,-0.5896122,0.35129493,-0.8766082,-0.68612957,-0.8694576,-0.6831856,0.79248303,-1.3554882,0.5650861,1.4739817,0.27062613,1.5865011,-0.15714519,-0.8114407,1.0358381,-1.7241464,-0.12906256,1.4025333,-0.20118053,-2.871382,1.7111276,-0.94526446,-0.050255716,0.13111305,0.5947634,3.2232456,2.3088925,2.1940444,-0.14989631,0.48200914,1.0224975,0.07455625,-0.9466492,0.5195054,1.1040788,-0.43662834,-1.5974971,-0.07478273,0.67493594,0.18308957,0.6946831,0.8261145,0.9536906,1.9322821,1.3280813,1.7762617,-0.3676153,-0.6127335,-1.0473183,0.6272054,-1.4294454,0.6515532,0.2541412,1.536269,-0.49941716,2.0831363,-0.08338913,-0.044080272,-0.9704435,-0.20363,0.9372492,-0.8562645,-0.03045041,-0.8786611,-0.5634307,0.9024937,1.3653681,-0.3103854,2.0382018,-0.33006588,-0.3088808,0.2560622,0.6223248,0.7377411,1.224059,2.0496464,0.042465284,0.8845903,2.1297722,-1.4753952,-0.82746804,-1.5845976,-0.617279,0.7883834,-0.3157941,-2.5880744,-1.9480656,0.65695333,-0.2146231,-2.228703,0.78129417,1.230939,0.5178505,0.7201479,-0.7987037,0.15846178,-2.0816505,-0.6219025,-1.0053403,-0.09583734,0.33694974,-0.044018716,-0.24650207,0.02348728,0.3234769,-0.8582193,1.9096221,0.7925214,1.7664227,0.14297727,-1.030453,-0.01015103,-0.44588524,0.07452247,-0.8598811,-1.0383428,0.67976975
P43405,0.032674707,0.40270582,0.58015615,-1.3194159,-0.8561375,-1.3581352,-0.85867316,0.4356334,0.8070023,0.4001823,1.3058363,-0.4875843,0.22650188,-0.51789874,-0.40428302,-0.6282178,-1.4896053,0.7266649,-1.1500343,-0.4737292,1.1731147,0.24050799,1.7682331,1.1409916,-0.520161,1.3773956,-0.272793,-0.015922487,1.6740258,-0.27304482,-3.3070345,0.116597906,-1.276389,-0.7441482,-0.04852837,1.4563723,1.9993706,1.8203226,2.538176,-1.0707476,-0.22218975,1.2591769,-1.0236313,-0.7257292,1.1064637,1.2316608,-0.62811977,-1.6496919,0.36626342,0.15554294,0.10274476,0.3548058,1.2036302,0.86749953,1.4302937,1.7186364,1.1980622,0.09414136,-0.9283048,-0.7088962,-0.083240576,-0.123987794,0.6207046,0.7856976,1.6555036,0.13420865,1.5563844,-0.39856535,0.79442525,-1.1377634,0.41060784,0.42438692,-1.423012,-0.25266188,-1.416807,-0.09043253,0.21764486,2.036393,0.6861378,2.6921463,0.183061,-0.46101686,1.2025361,1.5734535,0.58666056,0.03624135,1.4060967,-1.2780064,1.0331023,0.14520027,-0.5791697,-0.87579834,-0.5406253,-0.061307453,1.4879696,-0.82944936,-3.278397,-1.745032,0.88133,-0.7532198,-2.793287,1.2682598,0.22698598,1.8854523,0.8381657,-0.3703827,0.4741086,-2.944623,-1.0926083,-1.4279718,0.37523535,-0.75866157,-0.5807512,0.8134583,-0.33035377,0.11603184,-0.42725876,1.6408215,1.6234576,2.1699872,0.04853239,-0.46984732,-0.18998599,0.47088006,-0.28684565,-2.2037272,-1.5192114,-0.970706
P48729,0.82340217,0.12510085,1.2805651,0.7019868,-0.6150007,-2.4659379,-0.16556856,1.1478654,-0.0916016,-0.627018,1.6267047,-0.58792526,0.31529072,-1.2463009,1.1509881,-1.1657147,-0.5409621,0.34306437,-2.0552676,0.27619073,1.0192564,0.93050754,1.2996583,0.89621055,-0.11986302,1.7243029,-0.36856845,0.97476816,1.5053405,-1.207012,-3.1699212,0.78911954,-0.17291516,-0.82223296,-0.9487303,0.60217494,3.2813025,1.4347813,2.6374264,0.19745828,-0.28124505,1.382876,0.53175133,-0.17568372,0.31776994,1.341901,-0.80317616,-1.075806,1.2487329,0.4958041,0.54032904,0.59071,1.4935392,1.3517408,0.8312043,1.6935081,1.1856452,-1.263782,-1.0374212,-0.084233485,0.8955287,-0.94297975,0.2836606,1.0720994,1.0300211,-0.4063206,2.2207885,0.098597474,0.38119167,-0.38618842,0.9954373,0.49458447,-1.6282252,-0.75293654,0.20559785,0.3804192,0.061179746,0.8662084,0.5452646,2.0417132,-0.09774991,-0.932204,1.5360646,0.8309,-0.31359988,0.9813366,0.77499557,0.22534686,0.5829044,0.8769827,-0.8526249,-0.28675964,-0.4198738,0.5958329,0.8727731,0.09311542,-2.7689233,-2.2839541,1.1531087,-0.59481025,-2.2277844,0.74116826,1.6413214,1.4583821,0.96289086,-0.70789224,1.7553188,-2.4231231,-0.14607643,-0.7839749,0.9681306,0.43583465,0.12926888,0.4864347,1.1152732,-0.66058195,-1.0685403,0.990597,1.076128,0.96125495,0.10191757,-0.6602393,0.6856186,-0.07045704,0.30045402,-1.7675794,-0.49697882,-0.4811505
P48730,0.08015164,-0.5952238,1.7664862,-0.20869622,-0.41100222,-2.274373,-0.43112177,0.9668385,0.96061826,0.37890294,2.3342352,-0.07956958,0.6880527,-1.1255639,-0.62201613,-1.1617604,-0.6445159,1.6795543,-0.71977204,0.26182085,1.2742624,0.445537,0.9180661,-0.11408748,-0.9894138,0.7119295,-1.3515273,0.3147936,0.95231354,-0.37130013,-2.28154,0.826211,-0.92236954,0.2392708,0.17488304,1.1208571,2.7520826,0.9765438,3.0615938,-0.53803873,0.24785717,2.1036239,-0.41155237,-0.89857495,0.9574733,0.85494614,-0.06469541,-1.5992665,0.30495897,0.32029295,1.1513352,0.093826324,0.40465125,0.70221967,2.1746418,0.826975,0.6218549,-0.77380264,-0.87750626,-0.19511652,1.1070259,-0.9978832,0.5228324,1.1258001,1.1078703,-0.88463473,1.3302261,0.7532184,1.5661167,-0.3563952,0.25692838,0.76113415,-1.384299,-0.7070546,-0.5766338,-0.50587595,1.3987544,1.4686304,0.26251835,2.442593,-0.5359468,-0.18762021,1.5677973,1.2032137,0.90246904,0.67243636,2.1496365,-0.9358589,0.8956534,1.6535767,-0.5439839,-0.7142474,-2.1588378,-0.327184,2.2354925,-0.6413062,-2.888855,-3.0084116,1.0733773,-0.058922715,-2.2272546,0.9124276,1.128205,0.08222669,0.13276832,0.20830199,-0.29670647,-1.7402103,0.23707598,-0.86949986,0.47788125,0.17929414,-0.17852041,0.86378294,-0.4576772,0.0059415065,-0.55961347,1.3283991,0.7177459,1.5935278,-0.4002286,-0.09957429,0.11395156,-0.37971163,0.16729732,-1.0235921,-1.0154414,0.14813867
P49137,0.35374513,0.23902702,1.6380903,-1.1128622,-0.34506437,-1.9670659,-0.40164748,0.9540299,0.3766152,0.49811202,2.4024737,-0.576134,0.3669905,-0.5926218,-0.58995986,-0.92565465,-0.55004585,1.0067554,-1.2693402,1.036986,1.6658809,0.20507178,1.2073456,0.21104936,-0.7749718,0.7794376,-2.1252956,-0.31066576,0.9758012,-0.2967263,-2.9922872,1.2900159,-0.7800124,-0.35418826,0.8223383,0.73898715,2.8812373,1.9083903,1.9275763,-0.23051368,0.32492366,1.5695406,-0.12121844,-0.5960665,0.7700352,1.2834902,-0.5147544,-1.43278,0.5241263,0.82248324,0.32964474,1.2602452,1.0599256,0.15185572,2.0644772,1.6999408,1.6101733,0.25631395,-0.30228838,-0.6676114,0.4948259,-1.2769989,0.4614076,0.42086115,1.5454717,-0.63765734,2.1495202,-0.10097692,0.6945261,-0.52479154,0.026391983,0.50427985,-1.0011806,-0.6920308,-0.77681994,-0.5660574,1.2019241,1.20979,-0.14314844,2.2272954,0.26909724,-0.43439716,0.7604815,1.721962,0.8931397,1.0951008,1.7704921,-0.339158,0.66610557,1.5974554,-1.1174003,-0.90688217,-1.8011663,-0.29409453,1.2162743,-0.33276477,-2.9494643,-1.790942,0.5036172,-0.48890832,-2.4256995,0.6502355,1.0964558,0.97087187,0.9964835,-0.15946275,0.44536233,-2.2096825,-0.5298566,-1.6516165,0.29077312,0.1388323,-0.29732502,-0.5391538,-0.32804772,-0.13931514,-0.6161823,1.5280201,0.4982873,1.8674047,-0.12297988,-0.4996482,0.052774902,-0.6229473,-0.17951627,-0.43995067,-1.2075621,0.5015461
