drug_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
CHEMBL1978014,3.0878491,0.6579641,2.5018287,-2.2103672,-0.47863024,-3.1086211,-3.1026006,1.0869997,7.206002,-0.38673395,-2.0985403,1.5815353,6.1674232,-0.71668464,-2.0549412,2.5973706,-1.7775285,-0.30708724,3.6305492,-1.4114004,0.69172025,-0.5255077,-1.5549661,-2.181633,2.6049619,-2.2117248,0.8958428,-0.04016549,5.9454885,3.4989545,4.07218,2.2336905,-0.68581873,0.7432338,-0.48357025,-1.6604253,-1.8977002,0.59470814,0.8172845,0.81771374,2.2772532,-3.3025744,3.680364,-0.7007515,-2.0903442,2.5169437,-0.37382835,-3.7378635,-1.4935447,-3.244822,-1.062964,-3.3503537,-6.6866727,2.384237,-1.4028646,-1.0361627,-3.7957652,2.3327582,-3.0707026,-4.37701,-0.44989297,1.3715898,-0.3636826,0.6835686,1.7259077,-3.2452083,-0.9519758,-1.8327347,4.6970453,2.384407,-3.9754395,2.6011693,-3.0768435,2.2975097,-0.7869811,-2.731049,-3.8590946,3.7784052,-0.49986982,1.5171185,-2.2894874,0.6342138,2.6391578,-3.3565145,7.87511,2.6548219,-5.443009,-3.0153937,-2.5482793,0.2538678,-4.140002,-0.5460594,-3.5398815,2.1411784,-2.2528167,-3.915006,7.837496,1.4073417,1.3976046,2.0610144,1.3160418,4.1610513,-1.983623,-4.374283,-7.6686544,-0.1304697,-0.8908733,-0.5114981,0.3941388,1.9763929,-1.5349019,0.058504224,-2.133794,1.9878448,1.4408141,0.3332109,-1.1332375,-0.970565,0.40296248,-3.0956693,-1.257214,-0.17587972,-2.033609,1.7429385,-0.84769833,-0.19614494,-1.35951,-3.6814418
CHEMBL1978099,-3.1789217,-3.1507137,-2.8395696,0.758017,-2.2162411,1.0497314,3.6387556,-0.2778849,-3.8977299,-0.71780103,0.27837205,1.691127,-6.007876,4.74847,-2.083209,-1.628906,-0.71096456,2.2413952,0.9326677,-3.3305194,-1.7788503,-0.2701583,2.6790826,4.1989627,7.134219,-3.2959611,3.85008,4.401522,2.0229146,-1.4781445,2.2003431,-2.5515687,1.9152067,-1.9478234,1.0131787,0.14448164,-1.3528123,-3.8762896,-0.0003002882,2.6200583,0.6967753,0.7356192,1.1484568,-2.6282814,0.36199102,1.8938378,-1.2123201,1.512279,5.517611,-3.3584523,-2.8883111,-1.074248,-1.094187,-0.31936693,2.0452251,-0.66337276,-4.0291357,-4.074979,1.9587655,-0.28338832,5.8873296,-0.9164838,-0.11358295,3.91384,-2.4419742,2.0895472,-2.7545316,2.0523853,-1.6126201,-0.2762978,1.259323,-3.6763144,0.7522629,-0.6080383,1.2764401,-0.65588987,-1.6200644,1.3210667,1.8557642,-1.3193834,2.442208,3.192368,-1.7262148,-1.7781061,3.8625686,2.7143922,-1.5357068,-1.3950421,0.9270126,2.678639,3.8809109,3.1449542,5.0397506,1.7371057,3.4638844,1.9134713,-0.54294235,-0.30537978,0.774651,4.025403,2.717228,5.0077815,-3.2068396,-1.3543949,0.40136784,3.942021,-2.9392834,2.734585,0.031035881,-4.2985196,3.0098996,-1.7937216,-0.5478379,0.07543044,8.512062,-1.432049,6.674222,-1.1463834,-2.8699229,-6.340168,-0.31663704,5.3306193,-4.230048,2.203187,-2.9881105,0.32810032,0.20919895,-5.6046314
CHEMBL1978200,1.5050578,1.3397827,1.5872892,-4.674488,-0.38095313,-1.2295203,1.122923,2.9882917,1.7551544,2.0237703,0.7808947,1.4977942,-1.3231783,4.7045903,3.1023574,0.15015073,1.3350286,5.0401044,-2.2387655,1.1383473,0.264577,1.5754488,-2.3682897,0.5915007,-2.4235573,-3.3249319,-2.158517,-0.59963775,0.9545441,5.099907,-1.9867944,0.6685352,0.4879496,0.14078583,0.3263507,0.31778863,2.2824044,0.44881743,1.7777302,1.5727395,-4.6512804,-0.4298736,2.1257794,-1.7369761,0.18070926,-2.0219297,-2.3669767,-3.137931,0.0030106409,0.8688628,-2.6278145,-0.92101276,2.105107,-0.36815667,4.5180874,2.7659295,-1.635838,2.352607,-0.5756131,-0.4997214,-0.19610266,1.3537651,-4.250089,0.41223586,4.1290765,-2.529807,-2.253996,-0.28630847,-2.9652724,-2.937051,2.893885,3.4850817,-3.7222626,-2.9513936,0.6919103,-4.692481,-1.8997669,1.3915697,-2.748427,3.0038905,2.1782763,-3.5134447,2.7250922,3.5381684,2.660024,-0.34445566,2.0563953,-4.0554256,2.1764858,4.690018,-2.9341886,-1.2449734,-4.1894307,1.1115322,5.2353387,3.3111837,-3.7152898,-3.1043124,2.2792022,-4.535027,-0.65696955,-0.9513826,-1.5911523,-1.2742629,-4.621773,2.3533752,0.63341075,0.37477577,-2.802278,-2.3849564,0.88867605,2.4062257,1.2556847,3.7350583,-1.5469911,-1.5438111,-3.1653643,0.17068446,0.9708184,1.8936552,2.0016303,-1.1420157,-1.156338,2.8615384,0.041631073,0.5501804,0.48682335,1.271351
CHEMBL1978448,-0.15209004,0.30098242,2.043996,-0.06645641,-0.6222404,-2.4898443,2.188056,-0.35203794,-0.523598,0.7518015,3.7976718,-0.5013965,0.6333922,-0.12187944,-0.21873066,0.3825216,1.4176323,0.9993897,0.57326716,0.8853112,2.1307042,3.9759703,0.01307906,-0.637292,-0.6904058,0.9278116,-1.4848778,0.39697403,0.5667202,-0.68660617,-3.2579021,0.9449552,-0.58591145,-0.12940668,-0.45902413,0.5677478,3.9432244,2.7176542,1.9420582,-1.8797381,-0.28670803,0.809042,1.574056,-0.8177838,1.9741606,1.8100328,-1.795023,-1.2520425,0.43339062,2.970772,-0.8238782,2.1495965,1.2520491,0.3152514,2.0844126,-1.3264027,1.5410973,-0.2257988,-0.39590573,-2.0472848,1.88444,-2.8495708,-0.009110451,-2.8079891,1.9247347,-2.0143623,-0.10097903,0.8490756,0.23801485,0.36781454,1.1811357,1.260175,-1.8319443,0.46945193,-0.65068096,-0.392928,-0.2734899,1.1200887,-0.93206257,3.4912639,-0.39159048,-0.9347838,-1.1198577,3.5562768,0.8880498,0.631655,3.3617232,-2.1497457,1.96718,2.3366783,-1.6967984,-1.5268855,-3.114915,0.01789533,2.0089633,1.3959723,-2.2917566,-1.7067612,-1.4280434,0.2390903,-2.5325122,0.046006516,1.4061221,0.523848,-0.10382207,-0.21725346,1.6653267,-0.50444466,-1.8875974,-1.2812247,0.6773774,0.2952469,-0.34377053,-0.90290153,-0.98416954,-0.42271784,0.23445077,2.8822532,-1.2630589,0.285574,-0.2140079,0.7498063,-0.6977361,-1.5301858,0.46118993,-0.6407423,-1.462968,3.0319235
CHEMBL1979057,1.1063709,2.5276384,0.23867916,1.2668611,3.9420264,2.2425978,3.1592512,-0.9911583,1.0601604,-1.157151,-2.489094,-0.013405755,-0.09816413,-0.81990176,-0.16359085,4.6147223,2.385852,-2.7442496,1.0159656,6.5345592,2.7300067,1.2479053,1.0529883,-2.7816396,-3.5774207,1.9103743,-1.1559731,0.45014322,-0.17344183,-0.33252764,0.4272676,-0.44885346,-1.2803824,0.6496219,-0.9254753,-0.7853623,-2.378717,1.6475827,-2.3516438,-0.12748206,-3.0974364,0.68326545,0.59468704,-0.8483274,2.369707,0.8942093,2.135149,1.6364435,-3.966711,2.8001664,-1.2579187,2.4177556,2.8428578,-0.7960797,-2.9918106,-1.7829735,2.459291,5.0057144,1.8543804,-4.2908154,-2.3095222,-1.8861631,0.9448465,-2.9037313,0.07762055,-0.8037936,1.2672482,1.4025785,-1.9768878,3.1553333,0.25311685,0.20220304,1.2522796,2.4993813,0.4458242,1.0645087,-1.2210661,-2.9655461,-1.2154727,-0.47009507,2.9111621,-2.5022087,-2.9400458,2.1772265,0.33785316,-2.3521187,1.0793266,-0.09708062,1.88672,-1.5668588,0.9616427,-3.4306428,0.3564145,-1.6080347,-1.4360433,0.70532507,2.6299443,1.833671,-0.50211155,-2.7829862,-0.5653657,-1.937023,0.3619563,0.645094,0.73899215,-0.78934664,2.9232244,1.7366711,-1.5326446,-0.8040422,-1.7423878,0.23495594,-2.3659012,-3.4071856,1.2152565,-1.919663,4.4072423,1.1266104,1.0092331,-1.3285373,-0.021858886,1.578056,1.6218731,-1.2497576,0.19516207,0.16210797,1.5361116,0.5607599
CHEMBL1979093,-4.5820084,1.7310828,-1.6918055,-2.0208592,0.7599341,5.398668,0.01460883,-2.5735114,1.3714294,1.0197973,-4.3496356,-0.756574,-1.2220271,3.2390811,-5.277443,-0.9873091,-0.1371089,1.5170953,-1.8007544,-0.7324082,-2.9400811,-0.46996397,-1.5650761,1.0656526,1.0098374,-0.75251716,1.1498302,-1.0233773,2.3205204,3.8382125,4.0687604,1.2973971,-6.4078097,2.3446867,1.0840261,1.2688706,-0.75466853,-0.81583667,1.1085334,2.1674604,-1.66789,-0.7034893,3.03871,-1.8169417,-1.3554034,0.28190392,-2.2688704,-0.3888715,-0.58845544,-5.659282,-2.0665224,-0.3960782,-0.1167155,-1.585461,-1.7131788,-1.0027026,-2.1110938,0.4886289,3.2534964,-3.4185762,2.4632885,-0.7599,-2.4270315,2.0886745,3.6307578,-0.5302224,-3.319984,-0.47336972,-1.785518,-1.7528123,-1.4264141,-1.76522,-3.1243947,0.099318504,0.25816146,-4.966498,-2.5094156,3.679119,-1.7568928,1.5353307,-1.057948,0.4316636,-0.68568724,-3.722092,4.868939,0.27551687,-1.4125122,1.9895309,0.6374272,2.7800753,4.1974845,0.22477508,-3.3843489,0.17063728,0.7377462,-3.858858,0.46224368,-0.70039856,-2.390994,1.6210855,4.008649,0.99673736,-6.8849974,-0.8866324,-0.26329425,2.5121846,-4.977557,-2.9324422,0.018393768,0.945493,2.7748168,-1.0422778,4.453718,-1.1406907,2.8521028,1.9185379,-2.9240394,-0.47578576,0.8465661,-6.7480617,1.5008925,2.3870316,-2.102721,6.2122025,-1.7559752,-0.87285566,-0.54874635,-0.16346401
CHEMBL1979176,2.5006616,-1.3628113,2.2688828,-1.2986479,0.1780852,-1.1507834,-0.8867951,0.16748454,0.29231557,-4.098952,-0.2779187,-1.6761799,-4.096977,-0.85108423,-0.109201066,-0.23498733,-0.9397189,-1.4476689,-0.63036656,-1.5422437,3.2794611,0.47392088,5.4955797,1.7495579,0.068980515,3.616645,1.9092073,2.0857985,0.9888734,-2.984365,-4.698197,-2.4498765,0.29150444,-1.5626782,0.034256473,1.3705332,-0.35343683,1.3747503,1.0269564,-0.9383748,-0.9268494,-0.8192381,-3.6602833,0.19787334,3.6570017,1.0975981,1.9241333,-1.0096972,-1.6670415,1.9297585,-4.400876,1.2473333,2.9172373,3.9588041,1.6356072,0.59617966,1.8263483,1.1996434,-1.3832026,-0.9800781,0.07739078,0.7532692,4.051909,1.5381976,-0.8108232,1.3384674,1.6062622,1.009452,-1.55159,0.5119957,2.6827812,-1.0077215,0.6853962,-0.41454825,-1.2606863,2.1759324,-3.0415945,0.35013875,0.015357472,-0.30581188,2.4907615,-1.1106306,1.3631194,2.8542082,0.44780713,-0.39843485,0.06868071,-2.483672,0.5388454,-1.446745,-0.9743266,-0.82466316,2.6820376,0.15830365,0.4939351,1.3678035,-1.8275403,0.16854231,1.0190021,-2.3079708,-1.9625247,0.9665342,-1.0062817,3.6085422,1.9229298,-1.2794654,1.2897459,-2.132591,-1.9416283,-3.139909,-2.8820758,-1.4827836,-2.605632,0.43183923,-0.2660632,-0.6341983,2.9384909,1.054113,2.5396655,3.3390844,-0.2667014,0.14509536,0.03729795,1.8932552,0.5433718,-3.8758228,0.14860693,-0.30648604
CHEMBL1979252,2.2896976,1.8110619,2.8814833,-0.7327543,-1.810763,-0.5928461,-1.0367181,2.2171886,4.297924,-1.659406,-1.5824529,0.46217883,0.36303955,1.1862006,-0.9647587,2.8295875,2.3388166,0.608682,0.18353081,-0.7204838,3.1088777,0.97438264,3.1187954,-1.9787519,0.5707363,-1.1169128,-0.63978845,-3.0380013,1.6822094,0.3865732,1.8494481,1.7958887,-0.7568989,0.0577931,-1.8010211,0.15773645,2.6098206,0.21366459,0.7765585,-2.868138,-3.2174814,-0.24203442,1.6252666,-3.5607905,-0.20947102,0.10599226,-2.1506913,0.29823822,-0.93039477,2.0085166,-4.6254587,-0.520674,-0.119554766,4.241768,2.0684624,0.037363246,-0.032176834,5.278542,-3.2543154,-3.0651689,-3.3400197,1.0301573,-2.3803682,-3.4310677,4.1116085,-0.8621774,-0.060342528,-0.8994324,0.8895032,0.7779028,0.49026164,4.3821435,-1.7410768,0.74127495,-0.77987194,0.15955496,-2.0796008,1.6197178,-1.9025365,0.16724901,0.61733925,-1.086283,1.3378471,1.7372966,2.0321846,0.3339029,-0.5764691,-2.3879325,-1.8828557,0.9998067,-2.2877617,-1.7610427,-1.7797807,-0.96784484,2.2838714,0.29979283,2.1352985,2.50739,1.3070405,0.23015368,-0.9208708,1.4296157,-0.7823226,0.69421494,-0.6940064,-1.4687924,-0.27347183,2.7639735,-1.5307665,-1.6312449,-2.0435767,-1.3228067,-2.9024427,2.200181,0.0080801025,0.09780599,0.84985614,0.9715412,0.7104535,-0.7414993,0.5331262,-2.4294524,1.1954442,-3.6841965,1.6367131,1.4162272,0.7037245,0.49194387
CHEMBL1979357,-0.08722949,1.3246253,-3.9288483,1.3333832,2.4977705,3.4111454,4.595363,-0.09745258,-2.5925922,-1.2294838,-2.053586,3.4296682,0.17678615,-2.0237215,3.107262,3.254733,2.012753,-0.17669843,0.040259235,1.4226738,0.47001943,2.1365097,2.1794345,1.4027628,3.8286452,-0.44802892,2.4903822,0.84927934,1.1922027,0.75574374,-0.46057913,-1.4396789,4.761699,-2.7607656,-4.8833914,-2.5050619,1.1813357,1.7973831,0.041848402,-1.5049123,0.9851001,-2.0438628,-1.3750639,0.03199455,0.9063096,2.3584275,-0.96758634,1.3395859,-0.534376,1.6361873,-3.1663146,2.2824993,4.2384076,3.4425979,-1.344523,0.91744703,2.0519824,1.1393553,0.6968141,-2.2893076,-1.3311914,-0.1141897,0.9010679,-1.0595268,-2.0672803,-1.001917,2.0507462,1.2117414,-3.3151665,1.4302876,2.124753,1.229884,3.0651283,3.349842,-2.1816008,4.27886,-3.7283018,-1.1842233,0.13319588,-1.129213,2.591341,0.25649843,-4.3912873,1.6758364,-0.4200392,1.3681797,-1.0566612,-0.08532226,0.8771105,-1.0386375,-1.3262501,1.0994105,3.5039196,-0.47637784,-2.9991992,0.65151095,3.0829642,4.7521777,1.5638956,-2.831022,0.22426058,-1.3386399,1.9871831,0.4509811,-0.74049956,-2.239689,4.6007705,1.6969206,-1.2094798,-1.4322972,0.71383363,0.9105507,-3.9626546,-0.3378641,0.78442454,-3.6267745,2.5286639,0.37486494,-0.26004484,1.8289117,-1.1947337,-1.6361781,2.2905612,-1.9512575,-1.983783,-2.4524515,0.640796,-0.2506069
CHEMBL1979516,-2.3441362,2.6538198,-1.6107163,4.5210204,-2.5640025,2.9153264,2.5070903,0.29482588,-0.63642013,3.0435078,-2.7429166,1.1789186,4.23101,2.743036,-1.8080924,-0.6937535,-5.9912195,1.3478295,-1.869304,-6.520738,-1.4234754,2.6314225,-2.6144874,-0.26060802,5.7261195,-4.549816,2.2328222,3.7653108,0.8466422,3.89723,2.4447572,1.5464365,3.8900435,-4.69941,0.21618186,-5.1196184,-0.28839487,-2.1745725,0.6602428,1.1900276,0.55077714,-1.9958006,-1.8179715,-0.094001666,-5.0465784,6.1206827,-4.1707716,2.0239244,3.2499614,-3.0950663,-0.5394918,3.6486344,-6.144023,-2.6150653,-0.5585839,-0.93880594,-2.010778,-2.783028,0.37463966,0.259517,0.16074467,-1.7943909,-1.3422452,2.7827518,-0.3955308,-0.9707,-2.09846,0.6466297,1.734951,1.4801626,-4.967194,6.3384542,-0.51443577,3.0389504,1.0540841,-1.9142101,-0.5333274,4.51519,1.4738954,-3.7882822,-0.42367086,3.4326692,-2.311422,-3.5450969,1.8613744,4.5315237,-0.24269377,2.5489352,-3.8785815,2.1851807,1.1003463,5.253541,0.7237036,1.6939131,-1.954625,-4.0961695,1.6624696,-1.7913588,-0.64666545,2.7671266,0.9659844,3.4800236,1.5867758,-0.6143026,-5.8842406,-1.0686457,0.582673,0.8285003,0.8567279,2.4696226,4.994366,-2.9934082,-3.2755113,2.7546499,3.0647452,3.3524396,-0.50210464,3.1539314,-3.9597394,-1.9778533,1.2245135,1.7759508,4.3116474,0.57073283,-0.48014328,0.18505237,-1.3982753,-3.701776
CHEMBL1979554,0.31354377,2.9469903,1.684303,0.2914422,-0.41621184,1.2448174,0.4027521,0.13797945,-0.6396671,2.8195999,-3.1071327,-0.24006921,-0.15005913,-2.1651366,-1.5162662,-3.5784733,3.8224661,2.056893,-0.98426145,-2.907314,-1.6635326,-0.17683822,1.8291618,-0.6429254,0.6201043,-2.3257256,-0.046617076,-1.4734433,2.9605072,-2.8129187,-0.27220923,5.863625,-3.982391,-1.6685722,-2.7057316,-0.25590092,1.7132437,2.561535,0.5088291,-0.16759335,2.1341136,-1.0238286,-1.3444482,-1.4580561,0.52914363,2.3066595,-3.5669684,-0.57513,-2.2555172,3.7997403,-3.6584642,1.0308701,1.6012772,0.037376225,-1.6538203,-0.41635534,-4.8002787,0.32812834,1.8608757,1.0878307,2.190275,3.4840431,-0.4454545,3.9057453,-0.89990526,-2.779304,-3.1651206,-1.1607373,-0.94165736,-2.7430866,-2.2400584,4.169771,1.9709361,0.50091165,0.18190801,-0.041331466,-2.4192698,2.9959636,-1.2030009,1.2265431,-1.3054122,1.2362114,-0.5386608,-2.6634495,1.5324442,-0.2590955,2.0175164,1.2775992,1.2787703,-0.582556,-0.85347617,-2.47753,0.28921285,-1.0744948,-3.4670646,0.71712154,3.9001296,-0.37274235,-1.6470661,1.0965782,2.1909797,0.9744078,-0.9337731,0.9874349,0.8624915,-3.399386,-1.0079945,0.30287957,2.8250139,3.3086405,-2.2014165,-0.94611895,3.626576,1.4440418,-4.9159684,-0.6631814,0.32885528,3.2814195,1.2500888,2.6695936,2.4606326,-1.1891156,0.1533258,0.03437709,0.51538813,1.6941137,1.118259,0.23481917
CHEMBL1979577,-0.09633762,-3.592456,-5.179197,0.49744016,1.0773187,1.0139079,4.2658486,3.804141,-0.009940401,1.5224416,-2.2853642,0.91477567,-2.1363878,3.1820354,-0.5897869,1.9506261,2.16129,4.452478,5.131714,1.7032771,-1.3350526,-2.4712422,-2.35463,2.1042774,7.7359285,-8.701868,3.8298628,0.05964634,1.7456504,3.6596868,8.379182,-1.5142028,7.4297166,-1.205259,-0.8087115,-0.9121708,-4.642763,-4.321117,-4.500155,0.4338404,-0.14218415,-2.7073677,0.44546252,-1.981394,0.4854867,-2.2696009,-3.7660086,5.2524943,3.4939668,2.792458,-7.663626,1.1382339,-0.032353375,0.25732476,-1.5145812,0.8009376,-4.626681,0.35834777,3.3786697,1.0927045,-0.32903147,3.4877708,-1.5381896,-2.0162098,-1.8811251,2.8237092,-4.144125,-0.7110182,-3.926108,3.407863,3.1572917,-0.78092825,3.7863307,1.310612,2.2147558,-4.2506704,-1.609426,-1.316778,0.11251973,-1.0358944,0.03569585,0.25958878,-4.3301606,-0.4798618,2.8754492,0.7266344,-0.40314394,-2.3809433,0.83088106,1.2843707,3.0432856,0.13960513,3.2879345,0.36520755,-0.019325105,3.638141,4.142378,4.1309924,0.6736374,2.345405,1.5282955,1.4578146,-5.622346,-3.2807508,-1.6233674,4.041792,-2.7850666,6.495198,-3.9750376,-0.8667275,0.6792638,0.6507924,-3.4516256,3.840849,2.662813,-5.177363,7.4338036,-5.3005857,-4.3543057,-2.1447747,-1.414152,-2.0549726,-2.0770814,-2.6356573,0.2918258,4.8402114,2.1716592,-1.1467828
CHEMBL1979883,-0.4836202,-1.6555309,3.265037,0.34556386,3.713767,1.3610405,-1.1173887,1.3054204,5.5653677,-4.6842427,-4.0175195,-4.248093,5.7028446,5.3850727,-2.7046227,-1.6718668,-1.6594301,1.4749174,-3.7595646,-1.1142935,3.832526,-0.4804458,-0.43009096,-6.127622,0.08129412,1.0134566,1.7917567,-1.4704533,1.2483095,0.32011902,0.48624146,3.2948813,-1.073879,2.3256423,1.4753673,0.5895624,-5.444191,0.13291009,-6.5935645,-1.3019029,-5.1698694,3.8752942,-0.0032690242,-1.0365345,-1.8486131,-1.0045149,-0.33587176,-1.5633348,4.8435664,0.26976347,-1.6018597,6.681909,-3.3245106,2.4081755,-4.083274,-1.631563,0.15475893,4.5789366,-0.5472681,-4.359723,0.46435297,-1.9568028,0.1717886,-6.619438,3.0229254,2.738628,-0.513134,1.2578154,3.0650172,6.4194274,-3.9519475,-1.169981,-2.361616,0.09016806,6.9310966,-0.98787165,1.4837497,0.09091078,-3.992083,-3.868707,1.7176344,-1.2069392,3.8296232,-0.8963964,3.2932816,-4.0047245,-2.177734,-2.0442038,-7.5814676,-3.7918215,2.3093998,1.0717133,-4.4958315,0.8969365,-0.68941665,-0.6107017,0.40147036,-2.0400002,-4.4558353,-3.019682,-0.7114519,-2.6985083,-0.3418476,0.9962211,3.42534,0.42112988,-3.78224,-2.8331032,2.598918,2.2878904,0.8787741,0.21288274,1.590409,-0.15742238,1.6786437,2.4774132,-1.8084857,-3.9176416,0.614759,-2.1182733,0.9060595,3.0065014,6.5280433,-1.4952644,4.0845466,4.422127,1.8226633,2.290299
CHEMBL1979933,-0.832469,1.9241416,0.009324923,1.6482561,-1.7565818,-1.9828105,-0.3459514,1.683706,1.2283524,0.5303405,1.2242852,1.2735168,0.99039024,-1.8920248,-1.9743391,1.6382784,-0.1129981,1.52619,-0.5676841,3.1676188,1.315319,-0.5608668,1.5336003,-2.549313,-2.0244699,0.97329867,-3.5884416,-1.4488034,1.7230668,0.5582971,-3.682865,2.5346117,-2.399691,-0.8637589,2.4108486,3.1025205,2.090114,-0.5203704,0.37031564,-0.5683567,-1.0194387,3.376489,0.6945704,-1.77261,0.8871032,0.4011649,-3.9420784,-1.8377049,-1.4419513,1.0393149,4.4444137,-1.2169309,0.703313,0.4802932,1.4064531,-0.089791715,1.0886794,0.88222903,-0.87769455,-2.3171225,-3.187374,-1.1918275,-0.039971516,-1.7543087,-0.62410855,0.08694519,3.678132,2.2785492,0.86881024,-0.6354286,-1.8823637,0.35798207,-2.1666813,-1.2795942,-0.54732895,-0.07093498,2.2172942,-1.1477385,-0.42214838,0.7596942,-0.87514395,-0.7234889,2.4374979,2.3586082,2.0697057,-2.8586636,3.023209,1.5669938,2.2487469,0.8119249,0.59656256,-2.486368,-1.6135606,-0.2220082,2.6482687,-0.011326838,-0.30275494,-0.8845338,4.3989496,-1.690886,-2.276838,0.8556067,2.0855954,-0.3814093,2.7308726,-0.9978749,2.4100757,0.16207844,-2.031816,-2.3557377,1.4235916,0.5823008,-0.8576569,-0.27871192,2.2369926,0.39110562,3.1482947,0.7422354,1.8161057,1.3989937,1.4141481,0.065440334,1.4266542,-2.9107916,1.4219109,-1.2157905,-0.4337389,-1.0645097
CHEMBL1979970,0.319917,2.5356786,2.7968204,-0.42113626,-1.1925197,-2.0325391,-1.3082752,2.303561,0.5581281,-1.9758995,0.5957525,-1.456835,-0.029775713,0.7763385,2.5272202,-2.5396914,0.78433144,-1.5203016,-1.6025807,-0.9791331,-0.10557082,0.5560656,-0.2050784,-2.3843913,-2.4061048,2.777472,0.9327131,1.0722411,0.8770382,-1.3159876,-3.0236514,1.8723745,-3.861647,-0.32221907,-0.28146243,0.9150475,2.2623687,5.1002493,1.3359187,-1.9216642,-2.9027042,1.2523414,1.2425241,0.5644995,2.988793,1.1729482,-1.6804429,-0.17132902,0.5110695,3.6027997,-3.4692528,1.5284055,1.9820133,2.4169698,1.5118234,-0.091166735,0.046708047,2.5121367,-0.9527173,-1.4170177,-0.6044656,-1.5537894,-0.19796391,-3.0719974,2.5994682,0.9668426,-1.4271731,-0.7654045,-1.5917473,-0.89354986,-0.115730286,-0.2977716,-0.4990114,-1.8503606,1.3484561,0.64388514,-0.5380755,-0.20040499,-1.8089527,-0.23521236,-0.27998197,-1.8995385,0.6553961,0.7715291,-1.1249716,-2.9824257,1.4548851,-0.20355174,0.45513386,-1.4687835,-1.7650692,-1.9252622,-1.0843291,0.47619623,-1.2817146,1.7618709,-0.4609882,0.3178247,-0.7282333,-1.2054949,-3.4018047,-1.8192419,1.0812805,2.9028192,0.158536,-0.5785916,1.0452547,-2.3913605,-2.1498682,0.18812132,-1.461052,0.28192034,1.1179895,-0.50378203,-1.0698528,1.4554516,-1.1580603,0.6679478,1.8167853,-0.18184832,0.8906979,0.030204639,2.0913553,0.24353081,0.8477496,-1.1444622,2.9034817,1.087531
CHEMBL1980142,1.7905183,6.073642,8.552071,-1.6721828,0.13535962,-0.28838092,3.185065,-0.49866885,-0.76864904,0.3505024,-0.08133553,0.96401894,0.9920682,0.24194345,1.6481426,-1.5216655,-0.50148284,-0.36857793,-1.0528677,1.224483,-0.6184003,0.35312715,-0.29657096,-2.1008773,-3.389201,1.005863,-0.031886272,3.217229,0.03226232,0.042592265,-0.47068146,3.322687,-3.275207,0.9533138,-2.7047608,-2.088085,1.3438189,3.780167,-0.24064964,0.059188873,-1.3106356,3.4739623,-1.2989932,1.2244647,1.1957655,2.2637715,2.1333926,-1.985864,-2.8691902,-0.16678436,1.7366798,2.266123,-1.093653,-2.6012442,1.3488097,0.101821706,4.2148128,1.8665029,-0.081985176,-4.483114,0.6175794,-1.6257372,-1.0478591,0.5742539,3.5401406,-2.856415,-1.539871,-2.1014447,0.66646767,-3.115866,0.61390334,4.4889193,-2.6577907,-0.8682888,2.2999907,1.7932794,4.0871415,-0.91811943,-0.7754221,-1.0018103,0.779259,1.9492636,1.6352063,-3.9849613,-2.1116898,-0.44674882,-0.029386505,-1.8374516,-0.472986,0.96452206,-2.1964917,-0.1616663,0.7048544,-0.6756342,-2.0076098,1.1364589,-1.4170346,-4.9553566,2.275711,-0.9696406,-1.7762313,0.57834184,3.862115,-0.35218447,-1.6791896,-0.3276087,-2.3899372,-2.2380667,2.4110994,4.796717,-0.52293766,0.08878345,0.13913447,-0.5726794,-0.3650885,3.2772439,0.5959592,1.6772474,1.1488639,-1.0537591,4.0133867,-0.16167793,2.1463315,0.83582175,-1.0605255,0.40077063,-2.6699154,-0.027667165
